nr_dpus,input_size,transfer_type,cpu-dpu_time,dpu-cpu_time
60,786432,PARALLEL,2.0846999999999998,0.1236
60,786432,BROADCAST,2.1474,0.2868
60,786432,SERIAL,2.2268,0.1299
61,16384,PARALLEL,1.8614000000000002,0.1557
61,16384,BROADCAST,1.7510000000000001,0.13820000000000002
61,16384,SERIAL,1.8043,0.1155
61,393216,PARALLEL,1.9172,0.1352
61,393216,BROADCAST,1.9087000000000003,0.1955
61,393216,SERIAL,1.9814,0.11680000000000001
61,786432,PARALLEL,2.2697999999999996,0.1482
61,786432,BROADCAST,2.0646999999999998,0.2811
61,786432,SERIAL,2.2115,0.119
62,16384,PARALLEL,1.8500000000000003,0.1173
62,16384,BROADCAST,1.7775000000000003,0.13119999999999998
62,16384,SERIAL,1.7887,0.1075
62,393216,PARALLEL,2.2159999999999997,0.13079999999999997
62,393216,BROADCAST,2.0500000000000003,0.19910000000000003
62,393216,SERIAL,2.0477,0.11979999999999999
62,786432,PARALLEL,2.1442000000000005,0.13079999999999997
62,786432,BROADCAST,2.2408,0.29019999999999996
62,786432,SERIAL,2.2765999999999997,0.1197
63,16384,PARALLEL,1.8483000000000005,0.11120000000000001
63,16384,BROADCAST,1.8724000000000003,0.1272
63,16384,SERIAL,1.8400999999999996,0.1135
63,393216,PARALLEL,2.0603000000000002,0.14750000000000002
63,393216,BROADCAST,2.065,0.2071
63,393216,SERIAL,2.0563000000000002,0.12080000000000002
63,786432,PARALLEL,2.1893,0.1251
63,786432,BROADCAST,2.1209000000000002,0.2766
63,786432,SERIAL,2.2406,0.13949999999999999
64,16384,PARALLEL,1.8221,0.11760000000000001
64,16384,BROADCAST,1.7747999999999997,0.13410000000000002
64,16384,SERIAL,1.9855999999999998,0.1066
64,393216,PARALLEL,2.0106,0.15650000000000003
64,393216,BROADCAST,1.9759,0.1984
64,393216,SERIAL,2.0247,0.1234
64,786432,PARALLEL,2.1954000000000002,0.14320000000000002
64,786432,BROADCAST,2.3160999999999996,0.28230000000000005
64,786432,SERIAL,2.1851,0.1216
